"time","deltaFrequency"
40.94,2.846725295242436e-4
40.941,2.8372290001499323e-4
40.942,2.8277123988118547e-4
40.943,2.818175577488091e-4
40.944,2.808618622864856e-4
40.945,2.7990416216994163e-4
40.946,2.789444661033258e-4
40.947,2.7798278278368116e-4
40.948,2.770191209506834e-4
40.949,2.760534893511135e-4
40.95,2.7508589675306894e-4
40.951,2.7411635193175243e-4
40.952,2.731448636978939e-4
40.953,2.721714408551179e-4
40.954,2.7119609225678687e-4
40.955,2.7021882674915787e-4
40.956,2.6923965319980425e-4
40.957,2.6825858049761564e-4
40.958,2.672756175456925e-4
40.959,2.6629077327555706e-4
40.96,2.6530405661873147e-4
40.961,2.643154765280542e-4
40.962,2.6332504198478546e-4
40.963,2.6233276197729083e-4
40.964,2.613386455152522e-4
40.965,2.6034270162256234e-4
40.966,2.5934493933732483e-4
40.967,2.583453677331704e-4
40.968,2.5734399586951895e-4
40.969,2.563408328484229e-4
40.97,2.5533588777904015e-4
40.971,2.5432907445122055e-4
40.972,2.5332021915147607e-4
40.973,2.5230959091260274e-4
40.974,2.512971984458545e-4
40.975,2.502830504838016e-4
40.976,2.4926715578033054e-4
40.977,2.482495230964332e-4
40.978,2.472301611931016e-4
40.979,2.4620907884553844e-4
40.98,2.4518628485026284e-4
40.981,2.44161787989583e-4
40.982,2.431355970955451e-4
40.983,2.4210772096466826e-4
40.984,2.410781684432095e-4
40.985,2.4004694835610962e-4
40.986,2.3901406954962567e-4
40.987,2.3797954090554185e-4
40.988,2.3694337127011522e-4
40.989,2.359055695322354e-4
40.99,2.3486614458079202e-4
40.991,2.3382510529756928e-4
40.992,2.327824606211948e-4
40.993,2.3173821943345274e-4
40.994,2.306923906800762e-4
40.995,2.296449832925873e-4
40.996,2.2859600621671916e-4
40.997,2.275454684053102e-4
40.998,2.2649337881830434e-4
40.999,2.2543974643696174e-4
41,2.2438458022833174e-4
41.001,2.2332788920209623e-4
41.002,2.2226968233951538e-4
41.003,2.2120996865737652e-4
41.004,2.2014875717246696e-4
41.005,2.1908605690867944e-4
41.006,2.1802187689701213e-4
41.007,2.169562261897795e-4
41.008,2.1588911382508513e-4
41.009,2.1482054886945434e-4
41.01,2.1375054039651786e-4
41.011,2.12679097472801e-4
41.012,2.1160622918614536e-4
41.013,2.1053194463149794e-4
41.014,2.0945625290380576e-4
41.015,2.0837916311933213e-4
41.016,2.0730068438723492e-4
41.017,2.0622082583798829e-4
41.018,2.051395966091718e-4
41.019,2.0405700581704878e-4
41.02,2.0297306263472592e-4
41.021,2.0188777621399367e-4
41.022,2.008011557137479e-4
41.023,1.9971321029288447e-4
41.024,1.9862394914582637e-4
41.025,1.9753338145278576e-4
41.026,1.964415164010802e-4
41.027,1.95348363206449e-4
41.028,1.942539310562097e-4
41.029,1.9315822917320702e-4
41.03,1.9206126678028568e-4
41.031,1.9096305310029038e-4
41.032,1.8986359737738212e-4
41.033,1.8876290884861646e-4
41.034,1.8766099675104897e-4
41.035,1.8655787035726235e-4
41.036,1.85453538918523e-4
41.037,1.843480117145191e-4
41.038,1.8324129801072786e-4
41.039,1.8213340707973202e-4
41.04,1.8102434822964142e-4
41.041,1.7991413074014417e-4
41.042,1.7880276391935013e-4
41.043,1.7769025706115826e-4
41.044,1.765766194949947e-4
41.045,1.7546186052186385e-4
41.046,1.743459894854027e-4
41.047,1.732290157008265e-4
41.048,1.721109485046668e-4
41.049,1.70991797247666e-4
41.05,1.6987157127346109e-4
41.051,1.6875027993279446e-4
41.052,1.6762793259061937e-4
41.053,1.6650453859767822e-4
41.054,1.6538010733313513e-4
41.055,1.642546481761542e-4
41.056,1.6312817049879413e-4
41.057,1.6200068369442988e-4
41.058,1.6087219714222556e-4
41.059,1.5974272024266156e-4
41.06,1.5861226241042914e-4
41.061,1.574808330246924e-4
41.062,1.5634844152145888e-4
41.063,1.5521509729410354e-4
41.064,1.5408080977863392e-4
41.065,1.529455883968467e-4
41.066,1.5180944257053852e-4
41.067,1.5067238174282238e-4
41.068,1.4953441534260037e-4
41.069,1.4839555282009087e-4
41.07,1.4725580361840684e-4
41.071,1.461151771948721e-4
41.072,1.4497368299970503e-4
41.073,1.4383133049733487e-4
41.074,1.4268812914508544e-4
41.075,1.415440884144914e-4
41.076,1.4039921777708742e-4
41.077,1.392535267115136e-4
41.078,1.3810702468930458e-4
41.079,1.3695972119620592e-4
41.08,1.3581162573217398e-4
41.081,1.3466274776874343e-4
41.082,1.3351309681297607e-4
41.083,1.3236268235061743e-4
41.084,1.3121151389583474e-4
41.085,1.3005960094858438e-4
41.086,1.289069530088227e-4
41.087,1.277535795978224e-4
41.088,1.2659950890991922e-4
41.089,1.254448005099107e-4
41.09,1.242893986059812e-4
41.091,1.2313331281177398e-4
41.092,1.2197655272672137e-4
41.093,1.2081912793604488e-4
41.094,1.196610480462823e-4
41.095,1.1850232268528771e-4
41.096,1.173429614382826e-4
41.097,1.1618297393312105e-4
41.098,1.1502236978344627e-4
41.099,1.1386115861711232e-4
41.1,1.1269935005486786e-4
41.101,1.1153695371746153e-4
41.102,1.1037397923985282e-4
41.103,1.0921043625700122e-4
41.104,1.080463344180771e-4
41.105,1.0688168333672365e-4
41.106,1.0571649266921668e-4
41.107,1.0455077206472652e-4
41.108,1.0338453115821267e-4
41.109,1.0221777961305634e-4
41.11,1.0105052706421702e-4
41.111,9.988278318928678e-5
41.112,9.871455763743597e-5
41.113,9.754586005072952e-5
41.114,9.63767001138649e-5
41.115,9.520708749022333e-5
41.116,9.403703183608059e-5
41.117,9.28665428219233e-5
41.118,9.169563011823811e-5
41.119,9.05243034097225e-5
41.12,8.935257235975769e-5
41.121,8.818044663883029e-5
41.122,8.700793593874323e-5
41.123,8.5835049944194e-5
41.124,8.466179831145837e-5
41.125,8.348819074655012e-5
41.126,8.23142369270613e-5
41.127,8.113994654479484e-5
41.128,7.996532927023736e-5
41.129,7.879039481650807e-5
41.13,7.76151528540936e-5
41.131,7.643961308900771e-5
41.132,7.52637852059479e-5
41.133,7.408767889671708e-5
41.134,7.291130387443445e-5
41.135,7.173466980248122e-5
41.136,7.055778641529287e-5
41.137,6.93806633762506e-5
41.138,6.820331040557903e-5
41.139,6.702573720218652e-5
41.14,6.584795345077055e-5
41.141,6.466996887155574e-5
41.142,6.349179314923958e-5
41.143,6.231343599694128e-5
41.144,6.113490710646374e-5
41.145,5.995621619092617e-5
41.146,5.877737293502605e-5
41.147,5.759838706609344e-5
41.148,5.641926826882582e-5
41.149,5.524002625634239e-5
41.15,5.406067072044607e-5
41.151,5.2881211374256054e-5
41.152,5.1701657923786115e-5
41.153,5.052202006083917e-5
41.154,4.934230749853441e-5
41.155,4.816252992867476e-5
41.156,4.698269705727398e-5
41.157,4.580281859745128e-5
41.158,4.462290422679871e-5
41.159,4.344296367264633e-5
41.16,4.2263006612586196e-5
41.161,4.108304275973751e-5
41.162,3.9903081805903184e-5
41.163,3.872313345709699e-5
41.164,3.754320739801642e-5
41.165,3.636331333467524e-5
41.166,3.5183460965981794e-5
41.167,3.4003659969528144e-5
41.168,3.282392005132806e-5
41.169,3.164425089607903e-5
41.17,3.0464662202689397e-5
41.171,2.928516365585665e-5
41.172,2.8105764940278277e-5
41.173,2.6926475754862622e-5
41.174,2.5747305770096318e-5
41.175,2.456826468488771e-5
41.176,2.3389362155512572e-5
41.177,2.2210607895090106e-5
41.178,2.103201155989609e-5
41.179,1.9853582834628014e-5
41.18,1.867533138977251e-5
41.181,1.7497266902921638e-5
41.182,1.631939905166746e-5
41.183,1.5141737485180329e-5
41.184,1.3964291888157732e-5
41.185,1.2787071923980875e-5
41.186,1.161008724182011e-5
41.187,1.04333475192675e-5
41.188,9.256862405493393e-6
41.189,8.080641556773571e-6
41.19,6.9046946222783845e-6
41.191,5.729031251178185e-6
41.192,4.553661113959606e-6
41.193,3.378593824265863e-6
41.194,2.203839045478162e-6
41.195,1.0294064125559999e-6
41.196,-1.4469443954112648e-7
41.197,-1.3184538829591474e-6
41.198,-2.4918622685277114e-6
41.199,-3.664909989709031e-6
41.2,-4.837587397332754e-6
41.201,-6.009884899071949e-6
41.202,-7.181792859967118e-6
41.203,-8.353301659269619e-6
41.204,-9.524401690441664e-6
41.205,-1.0695176065667056e-5
41.206,-1.1865972368241273e-5
41.207,-1.3036351035111693e-5
41.208,-1.4206302864749887e-5
41.209,-1.5375818627205717e-5
41.21,-1.654488913516161e-5
41.211,-1.7713505165772858e-5
41.212,-1.8881657553038167e-5
41.213,-2.004933709542911e-5
41.214,-2.1216534619838967e-5
41.215,-2.2383240967371876e-5
41.216,-2.354944697913197e-5
41.217,-2.4715143489117963e-5
41.218,-2.588032138106655e-5
41.219,-2.704497149608187e-5
41.22,-2.820908472500605e-5
41.221,-2.9372651937364935e-5
41.222,-3.053566403821151e-5
41.223,-3.169811192549332e-5
41.224,-3.285998650426336e-5
41.225,-3.402127869378546e-5
41.226,-3.5181979427534316e-5
41.227,-3.634207963187919e-5
41.228,-3.7501570247400196e-5
41.229,-3.8660442250204596e-5
41.23,-3.9818686587977936e-5
41.231,-4.097629422972204e-5
41.232,-4.2133256172860456e-5
41.233,-4.3289563407711285e-5
41.234,-4.444520692459264e-5
41.235,-4.5600177735138914e-5
41.236,-4.675446687940621e-5
41.237,-4.790806536902892e-5
41.238,-4.906096424406314e-5
41.239,-5.0213154572986696e-5
41.24,-5.1364627402961105e-5
41.241,-5.251537381667504e-5
41.242,-5.3665384882606304e-5
41.243,-5.4814651697654426e-5
41.244,-5.596316536582435e-5
41.245,-5.711091699822646e-5
41.246,-5.8257897713076545e-5
41.247,-5.9404098664117555e-5
41.248,-6.054951096956529e-5
41.249,-6.169412580447897e-5
41.25,-6.283793432260154e-5
41.251,-6.39809277203085e-5
41.252,-6.512309716555365e-5
41.253,-6.626443385471248e-5
41.254,-6.740492901968764e-5
41.255,-6.854457387817092e-5
41.256,-6.96833596478541e-5
41.257,-7.082127758906154e-5
41.258,-7.195831895501215e-5
41.259,-7.309447500603028e-5
41.26,-7.4229737030862e-5
41.261,-7.536409632535879e-5
41.262,-7.649754418537213e-5
41.263,-7.763007192096438e-5
41.264,-7.876167087061958e-5
41.265,-7.989233236571636e-5
41.266,-8.102204776605504e-5
41.267,-8.215080842433053e-5
41.268,-8.327860573587031e-5
41.269,-8.440543107468557e-5
41.27,-8.553127584320919e-5
41.271,-8.665613145808493e-5
41.272,-8.777998935727283e-5
41.273,-8.890284096452206e-5
41.274,-9.002467773200351e-5
41.275,-9.114549113320436e-5
41.276,-9.226527264161177e-5
41.277,-9.33840137520292e-5
41.278,-9.450170597347096e-5
41.279,-9.561834080784593e-5
41.28,-9.673390980680097e-5
41.281,-9.784840449356125e-5
41.282,-9.896181644108992e-5
41.283,-1.0007413722235015e-4
41.284,-1.0118535841030507e-4
41.285,-1.0229547161344499e-4
41.286,-1.0340446844736562e-4
41.287,-1.0451234052766267e-4
41.288,-1.0561907949835359e-4
41.289,-1.0672467701766664e-4
41.29,-1.0782912475804096e-4
41.291,-1.0893241439902113e-4
41.292,-1.1003453762725712e-4
41.293,-1.111354861720315e-4
41.294,-1.1223525174841598e-4
41.295,-1.1333382609990394e-4
41.296,-1.1443120098419968e-4
41.297,-1.1552736817321829e-4
41.298,-1.1662231944598034e-4
41.299,-1.1771604660282264e-4
41.3,-1.1880854146539832e-4
41.301,-1.1989979585536048e-4
41.302,-1.2098980161567852e-4
41.303,-1.2207855061774353e-4
41.304,-1.2316603473294663e-4
41.305,-1.2425224583978434e-4
41.306,-1.2533717585938575e-4
41.307,-1.2642081670577454e-4
41.308,-1.2750316031429065e-4
41.309,-1.2858419864869575e-4
41.31,-1.2966392366564605e-4
41.311,-1.3074232735732494e-4
41.312,-1.318194017230212e-4
41.313,-1.328951387762345e-4
41.314,-1.3396953055178074e-4
41.315,-1.3504256909868673e-4
41.316,-1.3611424647308468e-4
41.317,-1.3718455476663394e-4
41.318,-1.3825348607099386e-4
41.319,-1.393210325062455e-4
41.32,-1.4038718619246993e-4
41.321,-1.4145193929238076e-4
41.322,-1.425152617855474e-4
41.323,-1.4357701649458932e-4
41.324,-1.4463734091663127e-4
41.325,-1.4569622717175434e-4
41.326,-1.4675366736582873e-4
41.327,-1.4780965362604093e-4
41.328,-1.4886417812220998e-4
41.329,-1.4991723300283866e-4
41.33,-1.5096881045195687e-4
41.331,-1.520189026749108e-4
41.332,-1.5306750187704665e-4
41.333,-1.5411460030634316e-4
41.334,-1.5516019019656824e-4
41.335,-1.562042638170169e-4
41.336,-1.5724681344408964e-4
41.337,-1.582878313826086e-4
41.338,-1.593273099445014e-4
41.339,-1.603652414630119e-4
41.34,-1.6140161828559485e-4
41.341,-1.6243643278102127e-4
41.342,-1.6346967731806217e-4
41.343,-1.6450134431522656e-4
41.344,-1.6553142618391803e-4
41.345,-1.6655991535685644e-4
41.346,-1.675868042809725e-4
41.347,-1.686120854458295e-4
41.348,-1.6963575131967445e-4
41.349,-1.706577944133869e-4
41.35,-1.716782072520573e-4
41.351,-1.7269698236788145e-4
41.352,-1.737141123356878e-4
41.353,-1.7472958971609387e-4
41.354,-1.7574340711234981e-4
41.355,-1.7675555713481117e-4
41.356,-1.7776603241514977e-4
41.357,-1.787748255992483e-4
41.358,-1.7978192936851656e-4
41.359,-1.8078733639015354e-4
41.36,-1.817910393810962e-4
41.361,-1.8279303105828149e-4
41.362,-1.8379330416706807e-4
41.363,-1.8479185146702548e-4
41.364,-1.8578866573903952e-4
41.365,-1.8678373977820684e-4
41.366,-1.877770664080458e-4
41.367,-1.8876863845918024e-4
41.368,-1.897584487835502e-4
41.369,-1.907464902686229e-4
41.37,-1.9173275579476012e-4
41.371,-1.9271723828495624e-4
41.372,-1.9369993066931102e-4
41.373,-1.946808258921351e-4
41.374,-1.9565991694037166e-4
41.375,-1.9663719680096392e-4
41.376,-1.9761265847506593e-4
41.377,-1.9858629499935887e-4
41.378,-1.9955809943184022e-4
41.379,-2.0052806483050745e-4
41.38,-2.0149618430309602e-4
41.381,-2.0246245094313053e-4
41.382,-2.0342685788676818e-4
41.383,-2.0438939829858782e-4
41.384,-2.0535006533606293e-4
41.385,-2.063088521992995e-4
41.386,-2.072657520884036e-4
41.387,-2.082207582603246e-4
41.388,-2.0917386394359028e-4
41.389,-2.1012506242357176e-4
41.39,-2.1107434699985106e-4
41.391,-2.1202171098622102e-4
41.392,-2.129671477177908e-4
41.393,-2.139106505509858e-4
41.394,-2.1485221287775857e-4
41.395,-2.1579182808295627e-4
41.396,-2.1672948958695315e-4
41.397,-2.1766519085275604e-4
41.398,-2.1859892532916092e-4
41.399,-2.1953068650759633e-4
41.4,-2.2046046789370166e-4
41.401,-2.213882630144326e-4
41.402,-2.2231406543227195e-4
41.403,-2.232378687025971e-4
41.404,-2.2415966643052343e-4
41.405,-2.250794522424826e-4
41.406,-2.2599721975069542e-4
41.407,-2.2691296263843697e-4
41.408,-2.278266745818769e-4
41.409,-2.2873834927850112e-4
41.41,-2.2964798046842816e-4
41.411,-2.3055556189888193e-4
41.412,-2.3146108733840265e-4
41.413,-2.323645505768468e-4
41.414,-2.33265945439598e-4
41.415,-2.341652657591453e-4
41.416,-2.3506250541771578e-4
41.417,-2.3595765827622017e-4
41.418,-2.3685071825241266e-4
41.419,-2.3774167928536372e-4
41.42,-2.3863053532835465e-4
41.421,-2.3951728034887765e-4
41.422,-2.4040190836416286e-4
41.423,-2.412844133772296e-4
41.424,-2.4216478945504605e-4
41.425,-2.430430306574749e-4
41.426,-2.439191310941169e-4
41.427,-2.447930848603619e-4
41.428,-2.456648861155486e-4
41.429,-2.4653452902612116e-4
41.43,-2.474020077727346e-4
41.431,-2.4826731656446555e-4
41.432,-2.4913044966012876e-4
41.433,-2.4999140130432806e-4
41.434,-2.5085016578429986e-4
41.435,-2.517067374228077e-4
41.436,-2.525611105426151e-4
41.437,-2.5341327950201276e-4
41.438,-2.5426323868771306e-4
41.439,-2.551109426249809e-4
41.44,-2.559559923511756e-4
41.441,-2.5679879877316125e-4
41.442,-2.5763935607869826e-4
41.443,-2.584776584697579e-4
41.444,-2.5931370016962774e-4
41.445,-2.6014747543712247e-4
41.446,-2.6097897852395135e-4
41.447,-2.6180820373156166e-4
41.448,-2.626351453756115e-4
41.449,-2.63459797771759e-4
41.45,-2.6428215531382193e-4
41.451,-2.651022123529856e-4
41.452,-2.6591996330438405e-4
41.453,-2.6673540259025685e-4
41.454,-2.675485246541598e-4
41.455,-2.6835932398228124e-4
41.456,-2.6916779505370414e-4
41.457,-2.69973932390144e-4
41.458,-2.7077773054173804e-4
41.459,-2.7157918405151804e-4
41.46,-2.7237828750514836e-4
41.461,-2.731750355309259e-4
41.462,-2.739694227429368e-4
41.463,-2.74761443805005e-4
41.464,-2.755510933951655e-4
41.465,-2.76338366205664e-4
41.466,-2.7712325697137885e-4
41.467,-2.779057604271884e-4
41.468,-2.7868587135770895e-4
41.469,-2.7946358455466225e-4
41.47,-2.8023889483819175e-4
41.471,-2.810117970426518e-4
41.472,-2.8178228603792377e-4
41.473,-2.825503567223109e-4
41.474,-2.8331600399411627e-4
41.475,-2.840792228084865e-4
41.476,-2.8484000811346277e-4
41.477,-2.8559835490682417e-4
41.478,-2.8635425818634985e-4
41.479,-2.8710771299955695e-4
41.48,-2.878587143939626e-4
41.481,-2.886072574597165e-4
41.482,-2.893533372869683e-4
41.483,-2.9009694902981664e-4
41.484,-2.9083808783525456e-4
41.485,-2.9157674889290774e-4
41.486,-2.923129273924019e-4
41.487,-2.9304661857310066e-4
41.488,-2.9377781768147315e-4
41.489,-2.9450652001372646e-4
41.49,-2.9523272086606767e-4
41.491,-2.9595641555602015e-4
41.492,-2.966775994650561e-4
41.493,-2.9739626793912066e-4
41.494,-2.981124164165294e-4
41.495,-2.988260403071763e-4
41.496,-2.9953713507069324e-4
41.497,-3.0024569618802843e-4
41.498,-3.009517191685518e-4
41.499,-3.0165519955005493e-4
41.5,-3.023561328703295e-4
41.501,-3.030545147311159e-4
41.502,-3.037503407270492e-4
41.503,-3.0444360649539703e-4
41.504,-3.0513430771605954e-4
41.505,-3.058224400405152e-4
41.506,-3.0650799921261296e-4
41.507,-3.071909809477802e-4
41.508,-3.078713810182876e-4
41.509,-3.0854919521772217e-4
41.51,-3.092244193609872e-4
41.511,-3.098970492843023e-4
41.512,-3.105670808594141e-4
41.513,-3.1123450998649105e-4
41.514,-3.118993325799124e-4
41.515,-3.1256154459669006e-4
41.516,-3.1322114199383577e-4
41.517,-3.1387812079231026e-4
41.518,-3.1453247700596876e-4
41.519,-3.151842067126154e-4
41.52,-3.158333059616325e-4
41.521,-3.164797708734568e-4
41.522,-3.171235975898412e-4
41.523,-3.1776478226674953e-4
41.524,-3.1840332110277814e-4
41.525,-3.190392103036288e-4
41.526,-3.196724461176359e-4
41.527,-3.2030302481445005e-4
41.528,-3.2093094269924904e-4
41.529,-3.2155619608431607e-4
41.53,-3.221787813316723e-4
41.531,-3.227986948246553e-4
41.532,-3.234159329608133e-4
41.533,-3.2403049218743263e-4
41.534,-3.246423689589051e-4
41.535,-3.2525155977225495e-4
41.536,-3.258580611387174e-4
41.537,-3.264618696192656e-4
41.538,-3.270629817819781e-4
41.539,-3.276613942233553e-4
41.54,-3.2825710358963534e-4
41.541,-3.2885010651995117e-4
41.542,-3.294403997173845e-4
41.543,-3.30027979885017e-4
41.544,-3.306128437898792e-4
41.545,-3.3119498817768545e-4
41.546,-3.3177440986520423e-4
41.547,-3.3235110567630954e-4
41.548,-3.329250724704025e-4
41.549,-3.3349630713530587e-4
41.55,-3.3406480658726423e-4
41.551,-3.346305677709438e-4
41.552,-3.351935876523271e-4
41.553,-3.357538632400292e-4
41.554,-3.363113915710869e-4
41.555,-3.36866169682537e-4
41.556,-3.374181676463195e-4
41.557,-3.379667740617265e-4
41.558,-3.385125980628345e-4
41.559,-3.390556364024633e-4
41.56,-3.3959588585474876e-4
41.561,-3.401333432151432e-4
41.562,-3.4066800534304775e-4
41.563,-3.411998690765472e-4
41.564,-3.417289312892535e-4
41.565,-3.422551889116221e-4
41.566,-3.4277863885989746e-4
41.567,-3.432992781000621e-4
41.568,-3.4381710361941487e-4
41.569,-3.443321124194654e-4
41.57,-3.4484430154435586e-4
41.571,-3.453536680524394e-4
41.572,-3.4586020903049075e-4
41.573,-3.4636392159370644e-4
41.574,-3.4686480288570465e-4
41.575,-3.47362850057209e-4
41.576,-3.478580603157866e-4
41.577,-3.483504308690044e-4
41.578,-3.488399589670621e-4
41.579,-3.493266418743701e-4
41.58,-3.498104768908661e-4
41.581,-3.5029146133780387e-4
41.582,-3.507695925719645e-4
41.583,-3.51244867950129e-4
41.584,-3.5171728487881637e-4
41.585,-3.5218684079296736e-4
41.586,-3.5265353314173353e-4
41.587,-3.531173594097936e-4
41.588,-3.5357831709603715e-4
41.589,-3.5403640374909173e-4
41.59,-3.544916169104795e-4
41.591,-3.549439541856714e-4
41.592,-3.553934131801384e-4
41.593,-3.5583999152777324e-4
41.594,-3.562836869122066e-4
41.595,-3.5672449700996367e-4
41.596,-3.571624195544132e-4
41.597,-3.5759745228602924e-4
41.598,-3.580295929879185e-4
41.599,-3.5845883946450385e-4
41.6,-3.588851895415246e-4
41.601,-3.5930864107314164e-4
41.602,-3.5972919194193764e-4
41.603,-3.6014684005891695e-4
41.604,-3.605615833777165e-4
41.605,-3.6097341984486775e-4
41.606,-3.6138234746374565e-4
41.607,-3.6178836425904137e-4
41.608,-3.6219146826255155e-4
41.609,-3.6259165757002165e-4
41.61,-3.629889302700917e-4
41.611,-3.6338328450113977e-4
41.612,-3.6377471842996556e-4
